,Amount Requested,Loan Title,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
24023592,8000.0,Business,21.89%,560xx,MN,10+ years,0.0
1258661,2000.0,other,25%,220xx,VA,< 1 year,0.0
4690001,5000.0,Other,52.4%,870xx,NM,< 1 year,0.0
6608484,10000.0,Debt consolidation,22.51%,075xx,NJ,< 1 year,0.0
4334084,11000.0,credit_card,34.21%,334xx,FL,5 years,0.0
62100,10000.0,2005 Volvo V70 Clean CarFax Title,0.4%,945xx,CA,10+ years,0.0
20730552,5000.0,Other,27.42%,765xx,TX,< 1 year,0.0
15205500,15000.0,Debt consolidation,84.81%,481xx,MI,< 1 year,0.0
6008856,30000.0,Home improvement,13.33%,070xx,NJ,< 1 year,0.0
22462488,9000.0,other,11.17%,078xx,NJ,< 1 year,0.0
8213023,1500.0,other,35.76%,468xx,IN,< 1 year,0.0
13700787,30000.0,debt_consolidation,31.2%,923xx,CA,< 1 year,0.0
15477816,8000.0,Credit card refinancing,210.04%,906xx,CA,< 1 year,0.0
9006899,2000.0,debt_consolidation,1.67%,186xx,PA,< 1 year,0.0
3807724,25000.0,home_improvement,61.71%,295xx,SC,< 1 year,0.0
6225595,8500.0,Debt consolidation,14.92%,479xx,IN,< 1 year,0.0
9486854,1500.0,debt_consolidation,2.06%,149xx,NY,< 1 year,0.0
16236394,5000.0,Car financing,100%,196xx,PA,< 1 year,0.0
4280816,10000.0,debt_consolidation,6.18%,030xx,NH,< 1 year,0.0
8032553,10000.0,medical,4%,201xx,VA,< 1 year,0.0
23010921,25000.0,credit_card,15.07%,322xx,FL,< 1 year,0.0
17129524,10000.0,Debt consolidation,10.16%,432xx,OH,< 1 year,0.0
1950339,10000.0,car,0.58%,207xx,MD,< 1 year,0.0
3209468,40000.0,Debt consolidation,31.21%,462xx,IN,< 1 year,0.0
16355886,25000.0,Car financing,68.37%,148xx,NY,,0.0
24735693,10000.0,home_improvement,6.75%,945xx,CA,5 years,0.0
27263602,1500.0,Medical expenses,0%,756xx,TX,< 1 year,0.0
8724950,1000.0,debt_consolidation,6.06%,021xx,MA,< 1 year,0.0
14400090,5000.0,debt_consolidation,21.21%,060xx,CT,< 1 year,0.0
21847605,5000.0,credit_card,46.23%,549xx,WI,< 1 year,0.0
4055477,10500.0,Debt consolidation,60.57%,853xx,AZ,< 1 year,0.0
24116109,25000.0,credit_card,22.75%,038xx,NH,5 years,0.0
12531332,3500.0,debt_consolidation,4.24%,191xx,PA,5 years,0.0
4370118,20000.0,debt_consolidation,18.46%,774xx,TX,< 1 year,0.0
11115844,10000.0,Other,15.81%,307xx,GA,< 1 year,0.0
18285496,15000.0,Home buying,13.68%,660xx,KS,< 1 year,0.0
4854063,15000.0,Debt consolidation,8.65%,112xx,NY,< 1 year,0.0
11728242,2500.0,Other,31.38%,185xx,PA,< 1 year,0.0
8503130,25000.0,debt_consolidation,20.11%,115xx,NY,< 1 year,0.0
9407338,1800.0,vacation,23.05%,482xx,MI,5 years,0.0
8356248,20675.0,debt_consolidation,28.01%,237xx,VA,< 1 year,0.0
7736307,30000.0,house,23.47%,606xx,IL,< 1 year,0.0
22002743,6500.0,other,-1%,919xx,CA,< 1 year,0.0
24179298,25000.0,debt_consolidation,61.92%,028xx,RI,< 1 year,0.0
12513387,28000.0,Debt consolidation,58.98%,795xx,TX,< 1 year,0.0
21402257,1000.0,Other,100%,467xx,IN,< 1 year,0.0
4027704,10000.0,home_improvement,25.71%,083xx,NJ,< 1 year,0.0
1340722,3000.0,debt_consolidation,26.1%,290xx,SC,< 1 year,0.0
6221056,10000.0,Debt consolidation,24.42%,113xx,NY,< 1 year,0.0
23979939,4000.0,debt_consolidation,49.22%,953xx,CA,< 1 year,0.0
1346338,15000.0,debt_consolidation,36.08%,193xx,PA,< 1 year,0.0
25937473,15000.0,debt_consolidation,61.36%,958xx,CA,< 1 year,0.0
5578108,15000.0,Debt consolidation,51.6%,787xx,TX,< 1 year,0.0
23264242,5000.0,Other,7.4%,021xx,MA,8 years,0.0
10225854,10000.0,Debt consolidation,100%,982xx,WA,< 1 year,0.0
10178066,15000.0,Other,38.29%,677xx,KS,< 1 year,0.0
19581569,4000.0,Debt consolidation,6.97%,773xx,TX,5 years,0.0
26485901,40000.0,home_improvement,39.53%,306xx,GA,< 1 year,0.0
25777419,5000.0,Debt consolidation,16.32%,441xx,OH,< 1 year,0.0
9680747,25000.0,debt_consolidation,16.82%,079xx,NJ,< 1 year,0.0
9143669,2500.0,medical,5.65%,853xx,AZ,< 1 year,0.0
4079512,5000.0,Vacation,100%,750xx,ID,< 1 year,0.0
8513130,10000.0,debt_consolidation,1.27%,633xx,MO,< 1 year,0.0
9563385,2000.0,vacation,14.78%,197xx,DE,< 1 year,0.0
24528330,20000.0,debt_consolidation,23.93%,900xx,CA,< 1 year,0.0
21304199,2500.0,Debt consolidation,26.18%,481xx,MI,< 1 year,0.0
4695277,10000.0,Moving and relocation,55.52%,922xx,CA,< 1 year,0.0
16872211,8000.0,Other,4.38%,967xx,HI,< 1 year,0.0
4038566,10000.0,debt_consolidation,24.53%,336xx,FL,< 1 year,0.0
17228777,10000.0,Debt consolidation,35.83%,124xx,NY,< 1 year,0.0
7717515,5000.0,home_improvement,35.33%,350xx,AL,10+ years,0.0
24902163,15000.0,debt_consolidation,12.68%,716xx,AR,< 1 year,0.0
24416202,1500.0,home_improvement,4.55%,314xx,GA,5 years,0.0
20221790,7000.0,Debt consolidation,12.28%,331xx,FL,< 1 year,0.0
23918555,10000.0,Other,25.27%,618xx,IL,10+ years,0.0
3078234,35000.0,debt_consolidation,51.92%,700xx,LA,< 1 year,0.0
22417196,5000.0,debt_consolidation,-1%,381xx,TN,< 1 year,0.0
1838560,2000.0,other,0%,232xx,VA,,0.0
26069078,1000.0,medical,2.36%,434xx,OH,5 years,0.0
26169396,35000.0,other,15.1%,799xx,TX,< 1 year,0.0
12675665,1500.0,debt_consolidation,13.08%,117xx,NY,,0.0
17585712,2000.0,Other,22.13%,530xx,WI,< 1 year,0.0
6407934,35000.0,Other,17.26%,029xx,RI,< 1 year,0.0
15232805,3000.0,Other,9.96%,983xx,WA,< 1 year,0.0
21560724,2000.0,Vacation,314.06%,391xx,MS,< 1 year,0.0
15366780,5000.0,Other,14.85%,032xx,NH,< 1 year,0.0
19935816,3500.0,other,652.66%,770xx,TX,1 year,0.0
3333050,4000.0,other,14.8%,919xx,CA,< 1 year,0.0
2727162,10000.0,credit_card,20.68%,890xx,NV,< 1 year,0.0
11491057,15000.0,Debt consolidation,44.6%,393xx,MS,< 1 year,0.0
7853485,5000.0,home_improvement,12.64%,970xx,OR,< 1 year,0.0
13415878,2000.0,debt_consolidation,-1%,907xx,CA,5 years,0.0
10276838,10000.0,Debt consolidation,34.84%,287xx,NC,< 1 year,0.0
21481950,10000.0,Debt consolidation,18.98%,787xx,TX,< 1 year,0.0
21077230,1000.0,Debt consolidation,28.45%,196xx,PA,< 1 year,0.0
21316265,3000.0,Debt consolidation,26.04%,295xx,SC,< 1 year,0.0
2335565,1000.0,car,10.03%,662xx,KS,< 1 year,0.0
26855462,12000.0,debt_consolidation,69.02%,451xx,OH,5 years,0.0
17481811,2000.0,Other,121.8%,303xx,GA,< 1 year,0.0
8825162,30000.0,Debt consolidation,22.2%,324xx,FL,< 1 year,0.0
1139669,8000.0,small_business,0%,190xx,PA,< 1 year,0.0
6978375,36500.0,Debt consolidation,39.79%,302xx,GA,,0.0
25000216,5000.0,debt_consolidation,-1%,344xx,FL,< 1 year,0.0
13598624,35000.0,Business Loan,-1%,723xx,AR,< 1 year,0.0
11947655,7000.0,Credit card refinancing,6.62%,300xx,GA,< 1 year,0.0
16232941,10000.0,Debt consolidation,21.8%,078xx,NJ,< 1 year,0.0
99479,15000.0,debt_consolidation,63.68%,260xx,WV,2 years,0.0
22942587,5000.0,debt_consolidation,22.57%,444xx,OH,< 1 year,0.0
27499695,2000.0,debt_consolidation,29.88%,370xx,TN,< 1 year,0.0
25909698,12000.0,Debt consolidation,9.66%,217xx,MD,< 1 year,0.0
25707451,10000.0,Debt consolidation,9.86%,146xx,NY,< 1 year,0.0
27218870,30000.0,other,13.44%,413xx,KY,,0.0
12606350,10000.0,other,28.51%,381xx,TN,< 1 year,0.0
23292225,5000.0,debt_consolidation,43.2%,770xx,TX,< 1 year,0.0
13005441,1500.0,Medical expenses,25.04%,761xx,TX,< 1 year,0.0
27181137,10000.0,debt_consolidation,27.85%,305xx,GA,< 1 year,0.0
2791264,25000.0,home_improvement,-1%,327xx,FL,< 1 year,0.0
8764660,2000.0,debt_consolidation,0%,067xx,CT,< 1 year,0.0
23650983,6000.0,home_improvement,19.55%,945xx,CA,< 1 year,0.0
5187822,5000.0,Credit card refinancing,40.57%,759xx,TX,< 1 year,0.0
11597347,4600.0,debt_consolidation,35.53%,890xx,NV,5 years,0.0
8530135,2000.0,debt_consolidation,13.01%,851xx,AZ,< 1 year,0.0
1520507,20000.0,Debt consolidation,9.58%,021xx,MA,10+ years,0.0
13267775,10000.0,Major purchase,42.88%,100xx,NY,< 1 year,0.0
15075676,1000.0,Home improvement,0.42%,082xx,NJ,< 1 year,0.0
21945191,25000.0,debt_consolidation,35.93%,278xx,NC,< 1 year,0.0
12656211,5000.0,Debt consolidation,9.02%,731xx,OK,< 1 year,0.0
11020760,10000.0,Credit card refinancing,23.55%,606xx,IL,< 1 year,0.0
8710543,20000.0,small_business,37.59%,284xx,NC,< 1 year,0.0
21124307,8000.0,Debt consolidation,10.25%,925xx,CA,,0.0
25813036,5000.0,debt_consolidation,15.09%,967xx,HI,5 years,0.0
7590672,15000.0,credit_card,26.34%,201xx,VA,< 1 year,0.0
23267847,6000.0,debt_consolidation,28.09%,317xx,GA,< 1 year,0.0
6176321,1000.0,Other,22.43%,444xx,OH,< 1 year,0.0
7543069,6000.0,credit_card,30.23%,891xx,NV,< 1 year,0.0
5273509,5000.0,Debt consolidation,16.88%,307xx,GA,,0.0
10071329,25000.0,Debt consolidation,19.19%,958xx,CA,< 1 year,0.0
14737174,10000.0,Credit card refinancing,41.91%,903xx,CA,< 1 year,0.0
23353249,2000.0,debt_consolidation,17.11%,350xx,AL,< 1 year,0.0
16811789,30000.0,Debt consolidation,9.86%,236xx,VA,< 1 year,0.0
12513662,8000.0,debt_consolidation,16.15%,104xx,NY,< 1 year,0.0
5865893,25000.0,Debt consolidation,20.22%,799xx,TX,< 1 year,0.0
9773783,22000.0,Debt consolidation,44.53%,190xx,PA,< 1 year,0.0
23175330,2500.0,moving,16.4%,378xx,TN,< 1 year,0.0
4104438,6000.0,debt_consolidation,24.64%,577xx,SD,< 1 year,0.0
3314272,15000.0,debt_consolidation,23.66%,875xx,NM,< 1 year,0.0
21839008,10000.0,debt_consolidation,9.14%,328xx,FL,< 1 year,0.0
9039693,3000.0,debt_consolidation,6.65%,330xx,FL,< 1 year,0.0
19435618,8000.0,Credit card refinancing,57.32%,328xx,FL,< 1 year,0.0
15928481,5000.0,Other,15.01%,762xx,TX,< 1 year,0.0
307042,6000.0,Home Improvement,0.14%,941xx,CA,6 years,0.0
20631155,1000.0,Debt consolidation,11.68%,378xx,TN,,0.0
25224929,8000.0,Debt consolidation,17.23%,928xx,CA,< 1 year,0.0
3419935,10000.0,debt_consolidation,18.92%,274xx,NC,< 1 year,0.0
24330591,1000.0,credit_card,0.92%,378xx,TN,5 years,0.0
8068947,1000.0,debt_consolidation,22.03%,440xx,OH,< 1 year,0.0
13201354,20000.0,credit_card,48.55%,065xx,CT,< 1 year,0.0
11310282,30000.0,Major purchase,33.14%,317xx,GA,< 1 year,0.0
13013421,2000.0,Car financing,510.34%,923xx,CA,< 1 year,0.0
18663606,20000.0,Home improvement,48.24%,066xx,CT,< 1 year,0.0
17945780,10000.0,Other,99.53%,919xx,CA,< 1 year,0.0
20775386,7500.0,Debt consolidation,63.04%,153xx,PA,< 1 year,0.0
4445230,2500.0,Other,31.85%,782xx,TX,< 1 year,0.0
8725695,5000.0,other,63.26%,191xx,PA,< 1 year,0.0
26488804,20000.0,home_improvement,2034.25%,945xx,CA,< 1 year,0.0
17954013,1250.0,Other,1.35%,850xx,AZ,< 1 year,0.0
27037605,15000.0,Green loan,3.28%,770xx,TX,< 1 year,0.0
13048435,10000.0,small_business,23.1%,852xx,AZ,< 1 year,0.0
6841568,10000.0,Debt consolidation,9.86%,280xx,NC,< 1 year,0.0
14202753,5000.0,debt_consolidation,24.91%,975xx,OR,< 1 year,0.0
512742,25000.0,Small Business,3.74%,104xx,NY,10+ years,0.0
9059750,1500.0,debt_consolidation,8.35%,117xx,NY,5 years,0.0
7023258,15000.0,For My House,15.76%,814xx,CO,2 years,0.0
20334177,35000.0,Debt consolidation,52.48%,935xx,CA,< 1 year,0.0
6968383,7000.0,Debt consolidation,21.97%,440xx,OH,< 1 year,0.0
6300557,10500.0,Credit card refinancing,22.07%,294xx,SC,< 1 year,0.0
5527629,5000.0,Debt consolidation,100%,314xx,GA,< 1 year,0.0
27119649,40000.0,Home improvement,19.27%,302xx,GA,< 1 year,0.0
15097660,5000.0,Debt consolidation,69.23%,234xx,VA,< 1 year,0.0
18705859,1000.0,Other,3211.88%,321xx,FL,< 1 year,0.0
12122270,10000.0,debt_consolidation,6.7%,330xx,FL,< 1 year,0.0
13521868,20000.0,credit_card,38.48%,941xx,CA,5 years,0.0
8382491,5000.0,other,27.66%,481xx,MI,< 1 year,0.0
3455401,3000.0,other,-1%,601xx,IL,5 years,0.0
3127101,12000.0,debt_consolidation,35.4%,955xx,CA,< 1 year,0.0
3481232,5000.0,debt_consolidation,41.92%,076xx,NJ,< 1 year,0.0
14757191,5000.0,Vacation,15.05%,403xx,KY,< 1 year,0.0
26205109,3000.0,Car financing,0.8%,173xx,PA,< 1 year,0.0
8264554,10000.0,major_purchase,28.63%,853xx,AZ,< 1 year,0.0
21199266,40000.0,Credit card refinancing,36%,200xx,DC,< 1 year,0.0
11440415,40000.0,Debt consolidation,275.46%,223xx,VA,< 1 year,0.0
2106571,20000.0,credit_card,51.61%,140xx,NY,5 years,0.0
14613685,20000.0,other,17.19%,641xx,MO,5 years,0.0
26943198,6000.0,Other,24.87%,652xx,MO,4 years,0.0
24028268,20000.0,credit_card,6.98%,941xx,CA,< 1 year,0.0
4548804,7000.0,Car financing,5.43%,282xx,NC,< 1 year,0.0
2786560,8000.0,credit_card,4.59%,853xx,AZ,< 1 year,0.0
11131678,7000.0,Debt consolidation,10.95%,481xx,MI,,2.0
3808204,10000.0,Debt consolidation,17.11%,463xx,IN,< 1 year,0.0
18518520,4000.0,Credit card refinancing,5.63%,728xx,AR,< 1 year,0.0
9674933,15000.0,credit_card,28.09%,142xx,NY,< 1 year,0.0
18253627,10000.0,Debt consolidation,6.98%,982xx,WA,< 1 year,0.0
18699848,25000.0,Other,9.4%,928xx,CA,1 year,0.0
6724604,7000.0,Debt consolidation,19.27%,220xx,VA,< 1 year,0.0
16900534,8000.0,Debt consolidation,11.43%,940xx,CA,< 1 year,0.0
3448626,8500.0,other,1.57%,206xx,MD,5 years,0.0
851383,2000.0,medical,38.12%,775xx,TX,< 1 year,0.0
27439040,15000.0,debt_consolidation,18.96%,446xx,OH,,0.0
19519728,30000.0,Debt consolidation,40.33%,781xx,TX,< 1 year,0.0
9269068,9000.0,Other,10.46%,922xx,CA,,0.0
12296558,10000.0,Credit card refinancing,29.04%,881xx,NM,< 1 year,0.0
895565,34000.0,credit_card,31.38%,605xx,IL,,0.0
6248090,14000.0,Credit card refinancing,21.16%,454xx,OH,< 1 year,0.0
24936997,20000.0,Debt consolidation,40.75%,770xx,TX,< 1 year,0.0
27591189,25000.0,Debt consolidation,7.57%,601xx,IL,< 1 year,0.0
11608315,35000.0,home_improvement,14.02%,430xx,OH,< 1 year,0.0
6994121,35000.0,credit_card,36.84%,182xx,PA,< 1 year,0.0
1148924,5000.0,debt_consolidation,32.87%,180xx,PA,< 1 year,0.0
22863917,5000.0,debt_consolidation,-1%,376xx,TN,< 1 year,0.0
24538723,35000.0,other,42.34%,185xx,PA,< 1 year,0.0
15429446,15000.0,Debt consolidation,17.45%,809xx,CO,< 1 year,0.0
21347069,8000.0,Debt consolidation,16.23%,601xx,IL,1 year,0.0
26890453,40000.0,Debt consolidation,28.28%,713xx,LA,< 1 year,0.0
431069,23000.0,debt_consolidation,22.06%,951xx,CA,< 1 year,0.0
13936308,15000.0,debt_consolidation,51.72%,710xx,LA,< 1 year,0.0
25198508,1000.0,Medical expenses,7.15%,060xx,CT,< 1 year,0.0
11866227,10000.0,Home improvement,36.19%,809xx,CO,< 1 year,0.0
21839402,1000.0,moving,0.85%,285xx,NC,< 1 year,0.0
892317,25000.0,debt_consolidation,34.99%,785xx,TX,< 1 year,0.0
19512860,10500.0,Credit card refinancing,74.09%,136xx,NY,,0.0
10498030,10000.0,Debt consolidation,20.22%,708xx,LA,< 1 year,0.0
13322346,10000.0,Other,38.43%,730xx,OK,< 1 year,0.0
14773917,15000.0,Debt consolidation,13.45%,331xx,FL,< 1 year,0.0
5916342,10000.0,Credit card refinancing,26.05%,339xx,FL,< 1 year,0.0
2895421,12000.0,debt_consolidation,19.16%,900xx,CA,< 1 year,0.0
27171311,8500.0,debt_consolidation,109.23%,245xx,VA,< 1 year,0.0
26533677,5000.0,Debt consolidation,29.18%,606xx,IL,< 1 year,0.0
16839907,2500.0,Car financing,0.19%,482xx,MI,3 years,0.0
4022626,35000.0,debt_consolidation,37.81%,442xx,OH,< 1 year,0.0
27334207,25000.0,other,18.15%,337xx,FL,< 1 year,0.0
913991,35000.0,Home improvement,34.28%,300xx,GA,2 years,0.0
19227675,5000.0,Home improvement,47.6%,385xx,TN,< 1 year,0.0
2023397,12000.0,major_purchase,72.35%,782xx,TX,< 1 year,0.0
12494348,1750.0,credit_card,12.89%,178xx,PA,5 years,0.0
15430615,20000.0,Debt consolidation,8.31%,113xx,NY,4 years,0.0
16323220,6000.0,Major purchase,20.03%,841xx,UT,< 1 year,0.0
17496773,10000.0,Debt consolidation,26.91%,700xx,LA,< 1 year,0.0
10303547,40000.0,Debt consolidation,28.42%,601xx,IL,< 1 year,0.0
13298973,1000.0,debt_consolidation,2.7%,720xx,AR,5 years,0.0
1316075,40000.0,major_purchase,94.82%,165xx,PA,< 1 year,0.0
9081128,10000.0,debt_consolidation,1.43%,958xx,CA,< 1 year,0.0
25614589,10000.0,Debt consolidation,58.16%,328xx,FL,< 1 year,0.0
14956734,10000.0,Home buying,1%,277xx,NC,< 1 year,0.0
13949314,8000.0,debt_consolidation,33.27%,970xx,OR,< 1 year,0.0
18565340,15000.0,Debt consolidation,23.21%,902xx,CA,< 1 year,0.0
12741331,3000.0,debt_consolidation,31.86%,329xx,FL,,0.0
10628733,10000.0,Credit card refinancing,7.77%,381xx,TN,< 1 year,0.0
27344649,5000.0,other,36.25%,350xx,AL,< 1 year,0.0
19506547,7000.0,Credit card refinancing,22.12%,486xx,MI,< 1 year,0.0
10467437,10000.0,Moving and relocation,4.08%,290xx,SC,< 1 year,0.0
1919091,3200.0,major_purchase,5.57%,301xx,GA,< 1 year,0.0
109464,4000.0,car,12.5%,300xx,GA,< 1 year,0.0
13084980,7800.0,Credit card refinancing,2.94%,088xx,NJ,< 1 year,0.0
4584539,5000.0,Other,22.77%,331xx,FL,1 year,0.0
6426564,5000.0,Debt consolidation,16.52%,300xx,GA,< 1 year,0.0
27308319,2000.0,Debt consolidation,100%,481xx,MI,< 1 year,0.0
11464111,16000.0,Other,92.77%,927xx,CA,< 1 year,0.0
9893550,15000.0,Debt consolidation,19.48%,530xx,WI,< 1 year,0.0
1595818,5000.0,Debt consolidation,28.09%,913xx,CA,< 1 year,0.0
4732536,35000.0,Debt consolidation,32.95%,983xx,WA,< 1 year,0.0
10230043,20000.0,Home improvement,41.04%,390xx,MS,< 1 year,0.0
24607432,35000.0,Credit card refinancing,0%,064xx,CT,< 1 year,0.0
7396661,10000.0,debt_consolidation,38.04%,925xx,CA,< 1 year,0.0
13416539,3000.0,Home buying,0%,368xx,AL,< 1 year,0.0
6250567,5000.0,Debt consolidation,49.07%,853xx,AZ,< 1 year,0.0
16052781,5000.0,Medical expenses,14.23%,922xx,CA,,0.0
4551083,25000.0,Credit card refinancing,50.66%,774xx,TX,< 1 year,0.0
18529702,20000.0,Debt consolidation,62.89%,297xx,SC,< 1 year,0.0
4956928,10000.0,Credit card refinancing,21.57%,480xx,MI,< 1 year,0.0
17788718,35000.0,Debt consolidation,9.18%,853xx,AZ,< 1 year,0.0
4848598,2500.0,Other,0%,381xx,TN,< 1 year,0.0
10286702,18050.0,Car financing,100%,482xx,MI,< 1 year,0.0
15236753,4000.0,Other,83.8%,833xx,ID,< 1 year,0.0
22567706,35000.0,debt_consolidation,79.41%,551xx,MN,< 1 year,0.0
10279217,40000.0,Home improvement,100%,628xx,TN,< 1 year,0.0
9415752,10000.0,debt_consolidation,38.91%,648xx,MO,5 years,0.0
10640859,1000.0,Other,11.04%,031xx,NH,< 1 year,0.0
15724007,28050.0,Car financing,100%,853xx,AZ,1 year,2.0
21064444,1500.0,Medical expenses,5.04%,913xx,CA,< 1 year,0.0
8498744,29000.0,Debt consolidation,14.5%,850xx,AZ,10+ years,0.0
27298754,2000.0,Credit card refinancing,23.14%,278xx,NC,< 1 year,0.0
19715065,7575.0,Car financing,100%,441xx,OH,< 1 year,0.0
6146919,10000.0,Debt consolidation,30.59%,432xx,OH,< 1 year,0.0
3573470,5000.0,medical,10.43%,565xx,MN,< 1 year,0.0
2201470,2500.0,other,0%,937xx,CA,< 1 year,0.0
11552775,10000.0,Debt consolidation,44.51%,760xx,TX,< 1 year,0.0
14970179,5000.0,Debt consolidation,9999%,301xx,GA,< 1 year,0.0
17403212,225000.0,Business Loan,-1%,325xx,FL,< 1 year,0.0
20414172,10000.0,Credit card refinancing,23.96%,422xx,KY,< 1 year,0.0
22984282,30000.0,credit_card,34.25%,114xx,NY,< 1 year,0.0
15101860,30000.0,Green loan,882.93%,302xx,GA,< 1 year,0.0
17253374,25000.0,Debt consolidation,45.55%,902xx,CA,< 1 year,0.0
9532768,35000.0,credit_card,42%,775xx,TX,< 1 year,0.0
8484454,28000.0,debt_consolidation,40.67%,105xx,NY,< 1 year,0.0
18558002,2000.0,Credit card refinancing,21.07%,300xx,GA,< 1 year,0.0
21682501,10000.0,Debt consolidation,1.2%,330xx,FL,< 1 year,0.0
17763691,3000.0,Debt consolidation,7.03%,794xx,TX,< 1 year,0.0
19414597,3000.0,Debt consolidation,23.6%,770xx,TX,,0.0
3361230,1000.0,other,-1%,750xx,TX,5 years,0.0
18059306,15000.0,Other,22.37%,805xx,CO,< 1 year,0.0
2284576,20000.0,credit_card,30%,537xx,WI,< 1 year,0.0
7887406,10000.0,credit_card,23.9%,207xx,MD,< 1 year,0.0
15661467,10000.0,Credit card refinancing,22.88%,734xx,OK,< 1 year,0.0
11717202,6000.0,Debt consolidation,9.71%,488xx,MI,< 1 year,0.0
23530902,2000.0,other,0%,770xx,TX,< 1 year,0.0
7173795,3000.0,debt_consolidation,25.13%,957xx,CA,< 1 year,0.0
9984666,8500.0,Debt consolidation,16.06%,560xx,MN,< 1 year,0.0
18270116,40000.0,Major purchase,48.84%,770xx,TX,< 1 year,0.0
21849484,8000.0,other,-1%,511xx,DC,< 1 year,0.0
2738093,5000.0,other,37.89%,770xx,TX,< 1 year,0.0
12735368,25000.0,medical,7.53%,468xx,IN,5 years,0.0
16232108,5000.0,Car financing,100%,795xx,TX,,0.0
21257924,3000.0,Car financing,11.04%,352xx,AL,< 1 year,0.0
5059847,5000.0,Other,4.34%,330xx,FL,< 1 year,0.0
25968434,5000.0,Other,30.33%,344xx,FL,< 1 year,0.0
24664917,5000.0,Debt consolidation,45.5%,756xx,TX,< 1 year,0.0
19300675,1000.0,Debt consolidation,15.13%,477xx,IN,< 1 year,0.0
3184959,25000.0,Debt consolidation,47.6%,452xx,OH,< 1 year,0.0
11336077,5000.0,Moving and relocation,7.87%,334xx,FL,< 1 year,0.0
9749862,4000.0,Major purchase,17.89%,968xx,HI,< 1 year,0.0
21540797,12000.0,Debt consolidation,46.65%,300xx,GA,< 1 year,0.0
14811537,20000.0,Debt consolidation,29.31%,293xx,SC,< 1 year,0.0
21500067,10000.0,Debt consolidation,100%,325xx,FL,< 1 year,0.0
16972669,25000.0,Debt consolidation,7.27%,905xx,CA,< 1 year,0.0
14294024,20000.0,debt_consolidation,-1%,112xx,NY,< 1 year,0.0
4059490,4000.0,debt_consolidation,0%,923xx,CA,5 years,0.0
9941115,40000.0,Debt consolidation,20.47%,973xx,OR,3 years,0.0
17880667,25000.0,Credit card refinancing,34.5%,852xx,AZ,< 1 year,0.0
22252551,35000.0,debt_consolidation,15.61%,211xx,MD,< 1 year,0.0
15015493,10000.0,Credit card refinancing,14.82%,727xx,AR,2 years,2.0
11174038,2000.0,Other,0%,234xx,VA,< 1 year,0.0
8525035,25000.0,credit_card,12.65%,277xx,NC,< 1 year,0.0
5221320,35000.0,Credit card refinancing,100%,021xx,MA,< 1 year,0.0
15683660,40000.0,Home improvement,18.55%,331xx,FL,< 1 year,0.0
22137056,20000.0,Debt consolidation,21.72%,370xx,TN,4 years,0.0
13942396,10000.0,credit_card,7.27%,900xx,CA,< 1 year,0.0
27455708,7500.0,debt_consolidation,4.17%,786xx,TX,5 years,0.0
15533412,8000.0,Debt consolidation,41.75%,335xx,FL,< 1 year,0.0
24223413,1000.0,other,155.2%,935xx,CA,< 1 year,0.0
14330301,20000.0,debt_consolidation,74.08%,021xx,MA,< 1 year,0.0
12183123,6000.0,major_purchase,5.89%,207xx,MD,< 1 year,0.0
3204623,12500.0,Debt consolidation,12.83%,801xx,CO,,0.0
9198967,2500.0,vacation,8.37%,354xx,AL,< 1 year,0.0
8645891,14000.0,debt_consolidation,17.22%,027xx,MA,< 1 year,0.0
21610600,6000.0,Debt consolidation,11.49%,937xx,CA,< 1 year,0.0
24038169,1000.0,other,4.27%,302xx,GA,< 1 year,0.0
2779218,10000.0,debt_consolidation,29.13%,853xx,AZ,< 1 year,0.0
18299753,2000.0,Other,31.65%,984xx,WA,< 1 year,0.0
21011532,10000.0,Debt consolidation,26.07%,170xx,PA,< 1 year,0.0
4300373,5000.0,Medical expenses,1.35%,779xx,TX,< 1 year,0.0
18015773,10000.0,Debt consolidation,27.48%,480xx,MI,< 1 year,0.0
16501482,10000.0,Credit card refinancing,56.45%,478xx,IN,< 1 year,0.0
12555187,30000.0,debt_consolidation,26.99%,914xx,CA,5 years,0.0
11077029,30000.0,Credit card refinancing,32.8%,852xx,AZ,< 1 year,0.0
20523734,2500.0,Moving and relocation,40.1%,852xx,AZ,< 1 year,0.0
11831948,11000.0,credit_card,-1%,495xx,MI,5 years,0.0
8781200,35000.0,debt_consolidation,5.86%,705xx,LA,< 1 year,0.0
3198414,20000.0,Debt consolidation,100%,490xx,MI,< 1 year,0.0
7821158,30000.0,debt_consolidation,10.53%,532xx,WI,< 1 year,0.0
9063821,35000.0,Debt consolidation,13.92%,331xx,FL,2 years,0.0
3687695,13500.0,Business,18.25%,104xx,NY,< 1 year,0.0
6325014,20000.0,Debt consolidation,100%,338xx,FL,< 1 year,0.0
18324352,10000.0,Debt consolidation,20.75%,338xx,FL,< 1 year,0.0
2951418,2500.0,other,14.44%,761xx,TX,< 1 year,0.0
19949454,5000.0,Debt consolidation,15.36%,337xx,FL,< 1 year,0.0
6411364,2000.0,Home improvement,2.57%,782xx,TX,< 1 year,0.0
24299847,8200.0,debt_consolidation,10.54%,797xx,TX,< 1 year,0.0
16716959,10000.0,Debt consolidation,100%,021xx,MA,< 1 year,0.0
1871455,20000.0,debt_consolidation,38.89%,967xx,HI,< 1 year,0.0
